epoch,train_loss,val_loss
843,-10136.804218975794,
844,-10159.708781159683,
845,-10259.738495755058,-9950.379699707031
846,-10166.493367277817,
847,-10239.223452176662,
848,-10299.169515444364,
849,-10101.303005328757,
850,-10356.040705157153,-10115.450378417969
851,-10228.650424494219,
852,-10277.848740065028,
853,-10283.104605084898,
854,-10282.72252077312,
855,-10033.864077176662,-10189.472778320312
856,-10345.82707505419,
857,-10355.527084085983,
858,-10277.425171604047,
859,-10240.928056132587,
860,-10055.625451589596,-10210.468200683594
861,-10330.817236045881,
862,-10251.378324828396,
863,-10301.379182848626,
864,-10232.52819048049,
865,-10352.212156791908,-10085.491333007812
866,-10316.524193912572,
867,-10291.71673478143,
868,-10210.704846685332,
869,-10350.726404443642,
870,-10304.405036352962,-10068.182373046875
871,-10217.772348040102,
872,-10327.168482433164,
873,-10074.366035946532,
874,-10352.335835892341,
875,-10279.479650243858,-10079.608642578125
876,-10329.206399024566,
877,-10327.478656746749,
878,-10287.24318099711,
879,-10346.969325776734,
880,-10420.141048365245,-10158.365295410156
881,-10363.509178558526,
882,-10312.049381322255,
883,-10068.785314306358,
884,-10363.249362129696,
885,-10293.127545836343,-10125.158264160156
886,-10193.087286623917,
887,-10382.762796920159,
888,-10406.457381231936,
889,-10327.826787165824,
890,-10238.094512057442,-10178.801086425781
891,-10369.497657378974,
892,-10222.380678739162,
893,-10381.969630599711,
894,-10336.967581511923,
895,-10359.202904850072,-10028.091796875
896,-10375.854373645232,
897,-10068.968140354047,
898,-10403.697807532515,
899,-10256.410980401011,
900,-10380.095488619942,-10159.454040527344
901,-10309.310004967485,
902,-10018.241623013006,
903,-10165.425278856575,
904,-10318.290417268787,
905,-10241.19343840318,-10086.7587890625
906,-10294.187183887283,
907,-10223.907045926662,
908,-10354.317902140534,
909,-10070.724959356936,
910,-10331.274374548411,-10046.378723144531
911,-10268.668166320447,
912,-10298.315615968208,
913,-10136.58704953938,
914,-10421.017245077674,
915,-10324.65434767883,-9990.810485839844
916,-10275.555556809972,
917,-10145.251010431719,
918,-10405.344867684249,
919,-10318.944911714234,
920,-10382.54393402276,-10089.879089355469
921,-10286.60737107117,
922,-10299.074179235911,
923,-10364.622104181719,
924,-10322.650531746749,
925,-10337.818545655708,-10141.736267089844
926,-10269.512367910043,
927,-10417.527586479408,
928,-10283.357162210983,
929,-10210.053157740245,
930,-10300.819048049132,-10121.182434082031
931,-10408.055381819004,
932,-10314.741019011923,
933,-10045.552164243136,
934,-10358.825720285404,
935,-10289.503691744942,-10035.889709472656
936,-10270.557035765896,
937,-10144.760522037572,
938,-10149.845590227602,
939,-10350.961812454841,
940,-10329.264191203034,-10100.067321777344
941,-10369.019779624277,
942,-10285.308751806358,
943,-10370.771484375,
944,-10427.065649837428,
945,-10181.283620845375,-10200.307189941406
946,-10283.70900695448,
947,-10407.687059700145,
948,-10364.492701183164,
949,-10339.493858381504,
950,-10126.067015895953,-10157.916625976562
951,-10175.800391753974,
952,-10420.214815525651,
953,-10317.285918307442,
954,-10375.435755735189,
955,-10394.075584808526,-10243.898864746094
956,-10210.833956150651,
957,-10459.432284140174,
958,-10432.414440706287,
959,-10163.943246477602,
960,-10414.212619671243,-10012.111083984375
961,-10330.157836208453,
962,-10419.64934632406,
963,-10205.248684745304,
964,-10439.432645411849,
965,-10432.229723627168,-10054.050415039062
966,-10321.103165643064,
967,-10406.779855717125,
968,-10276.546474214234,
969,-10289.349823880058,
970,-10489.245354272038,-10100.37158203125
971,-10378.190740155347,
972,-10448.359770140896,
973,-10443.20799652276,
974,-10153.887503386923,
975,-10501.701888773483,-10091.862548828125
976,-10380.400633354408,
977,-10430.13867751987,
978,-10503.440638547689,
979,-10505.352301977962,
980,-10461.179043984826,-10261.257873535156
981,-10277.181742232659,
982,-10520.193393244219,
983,-10417.140901598626,
984,-10409.78907378974,
985,-10208.258693099711,-10240.185241699219
986,-10501.910890083092,
987,-10436.675894147398,
988,-10465.1093185513,
989,-10358.425871567919,
990,-10441.287515805636,-10253.913513183594
991,-10529.991803648843,
992,-10510.273222994942,
993,-10403.255108607298,
994,-10195.421005690028,
995,-10319.050222407875,-10213.947143554688
